StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,eval-name,eval-site,eval-platform,button-discover,button-distinct,button-comments,shortcut-discover,shortcut-intuitive,shortcut-comments,text-discover,text-comprehend,text-comments,safety-discover,safety-comments
2022-06-04 07:20:19,2022-06-04 07:20:41,IP Address,100,22,True,2022-06-04 07:20:41,R_qxP3yTGEKexUr8l,anonymous,EN,Alice,https://www.unitysexualhealth.co.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,Strongly agree,
2022-06-04 07:21:09,2022-06-04 07:21:39,IP Address,100,30,True,2022-06-04 07:21:39,R_2qeMZLTdyKahIBo,anonymous,EN,Alice,https://www.childline.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,Somewhat agree,
2022-06-04 07:22:30,2022-06-04 07:22:46,IP Address,100,15,True,2022-06-04 07:22:46,R_vD1F8PEREOFJX0J,anonymous,EN,Alice,https://gov.wales/live-fear-free,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-06-04 07:23:02,2022-06-04 07:23:37,IP Address,100,35,True,2022-06-04 07:23:38,R_1FLMA7LwNEJqF1C,anonymous,EN,Alice,https://www.rasasc.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,Somewhat disagree,
2022-06-04 07:23:54,2022-06-04 07:24:18,IP Address,100,23,True,2022-06-04 07:24:18,R_2ypFyL2kf67oeMi,anonymous,EN,Alice,https://www.solacewomensaid.org/,Mobile,Strongly agree,Strongly agree,,,,,,,,Strongly agree,
2022-06-04 07:24:36,2022-06-04 07:25:10,IP Address,100,33,True,2022-06-04 07:25:10,R_RzCYcqbAnYUBVkJ,anonymous,EN,Alice,https://www.roshnibirmingham.org.uk/,Mobile,Somewhat disagree,Strongly disagree,"Button overlaps with some text. Does not stay on the page when scrolling. ",,,,,,,,
2022-06-04 07:25:22,2022-06-04 07:25:37,IP Address,100,15,True,2022-06-04 07:25:37,R_2Pj12NDTSvYBFXl,anonymous,EN,Alice,https://supportafterrapeleeds.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-06-04 07:25:53,2022-06-04 07:26:07,IP Address,100,13,True,2022-06-04 07:26:07,R_3D5dNv0AuAieyaU,anonymous,EN,Alice,https://survivorswestyorkshire.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-06-04 07:26:28,2022-06-04 07:26:50,IP Address,100,21,True,2022-06-04 07:26:50,R_2y2eqJrBxByPlhC,anonymous,EN,Alice,https://dvcs.org.au/,Mobile,Strongly agree,Strongly disagree,"Button does not stay on the page when scrolling. ",,,,,,,,
2022-06-04 07:27:16,2022-06-04 07:27:41,IP Address,100,25,True,2022-06-04 07:27:42,R_2Se44wZkJlHpm2C,anonymous,EN,Alice,https://www.sands.org.uk/,Mobile,Strongly disagree,Strongly agree,"Had to click away the cookie banner first. ",,,,,,,,
2022-06-04 07:27:59,2022-06-04 07:28:22,IP Address,100,22,True,2022-06-04 07:28:22,R_2qf4AOkDv4zyZ60,anonymous,EN,Alice,https://www.thesurvivorstrust.org/,Mobile,Strongly disagree,Strongly agree,"Had to click away a cookie banner first. ",,,,,,,,
2022-06-04 07:28:58,2022-06-04 07:30:01,IP Address,100,62,True,2022-06-04 07:30:01,R_2bNJF09nCvr4n5v,anonymous,EN,Alice,https://esperanzaunited.org/en/,Mobile,Strongly agree,Somewhat disagree,"Had to click away a message about the exit button before being able to click on it. Also, the button is represented by an 'X', which may be difficult to connect to exiting the page. ",,,,Strongly agree,Strongly agree,,,
2022-06-04 07:30:59,2022-06-04 07:33:23,IP Address,100,144,True,2022-06-04 07:33:24,R_zehmVRpc3kidy01,anonymous,EN,Alice,https://www.havenrefuge.org.uk/,Mobile,Strongly disagree,Strongly disagree,"Had to click away a message about the quick exit button before being able to find the button. The button is also completely hidden behind a 'select language' button. When you click on the button, it opens a lot of pages, which I presume hides the history, but having page after page pop up is quite noticeable, and not easily explained away.",,,,Strongly agree,Strongly agree,,Somewhat agree,
2022-06-04 07:33:59,2022-06-04 07:34:23,IP Address,100,24,True,2022-06-04 07:34:23,R_77lyheehp64lvqx,anonymous,EN,Alice,https://www.theelmfoundation.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-06-04 07:34:42,2022-06-04 07:34:59,IP Address,100,17,True,2022-06-04 07:34:59,R_1q3dJdnqHBiygeO,anonymous,EN,Alice,https://www.survivorsmanchester.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-06-04 07:36:30,2022-06-04 07:36:58,IP Address,100,27,True,2022-06-04 07:36:58,R_ZlwqomkOmGYXfpf,anonymous,EN,Alice,https://www.akt.org.uk/,Mobile,Strongly disagree,Strongly disagree,"The button is completely hidden by the 'live chat' button. ",,,,,,,,
2022-06-04 07:37:17,2022-06-04 07:38:34,IP Address,100,77,True,2022-06-04 07:38:34,R_1M52BCN2dpSFdRe,anonymous,EN,Alice,https://abusedmeninscotland.org/,Mobile,Somewhat agree,Somewhat disagree,"Blue button on a blue background. ",,,,Strongly disagree,,,Somewhat disagree,
2022-06-04 07:38:47,2022-06-04 07:39:01,IP Address,100,13,True,2022-06-04 07:39:01,R_2xEPaaDEXwnmuUz,anonymous,EN,Alice,https://www.glasgowclyderapecrisis.org.uk/,Mobile,Strongly agree,Strongly agree,,,,,,,,,
2022-07-18 16:26:11,2022-07-18 16:26:37,IP Address,100,25,True,2022-07-18 16:26:37,R_3JwJBe4Uuw5WP1N,anonymous,EN,Kieron Ivy,https://hertsrapecrisis.org.uk/,Desktop,Somewhat agree,Somewhat disagree,same colour as background,,,,,,,,
2022-07-18 16:27:01,2022-07-18 16:27:10,IP Address,100,9,True,2022-07-18 16:27:11,R_2eR3gxIF4oLz7VP,anonymous,EN,Kieron Ivy,https://dvcs.org.au/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-07-18 16:27:26,2022-07-18 16:27:46,IP Address,100,19,True,2022-07-18 16:27:47,R_3dXiTPOAXxvlaQw,anonymous,EN,Kieron Ivy,https://www.crimevictimshelpline.ie/,Desktop,Strongly agree,Strongly disagree,button disappears when scrolling,,,,,,,,
2022-07-18 16:28:02,2022-07-18 16:29:12,IP Address,100,69,True,2022-07-18 16:29:12,R_2aeu5TmJuQP2aao,anonymous,EN,Kieron Ivy,https://www.safeireland.ie/,Desktop,Somewhat disagree,Strongly disagree,Greyed out and hard to spot. Not sticky,,,,,,,,
2022-07-18 16:29:23,2022-07-18 16:29:40,IP Address,100,16,True,2022-07-18 16:29:40,R_10CpQZSPwDdGfC6,anonymous,EN,Kieron Ivy,https://thebeyouproject.co.uk/,Desktop,Somewhat agree,Somewhat disagree,Not sticky.,,,,,,,,
2022-07-18 16:29:55,2022-07-18 16:30:30,IP Address,100,34,True,2022-07-18 16:30:30,R_3O0y4QylumIrdaF,anonymous,EN,Kieron Ivy,https://www.sv2.org.uk/,Desktop,Somewhat agree,Neither agree nor disagree,"Not sticky, hard to spot as part of the banner but the banner stands out.",,,,,,,,
2022-07-18 16:30:46,2022-07-18 16:31:22,IP Address,100,36,True,2022-07-18 16:31:23,R_3h6dG81816q81FM,anonymous,EN,Kieron Ivy,https://www.ldvs.org/,Desktop,Somewhat disagree,Somewhat disagree,Appears as part of page content. Distinct colour but takes a minute to realise it's an exit button,,,,,,,,
2022-07-18 16:31:36,2022-07-18 16:32:04,IP Address,100,27,True,2022-07-18 16:32:04,R_2E3QTDYLfpOui5j,anonymous,EN,Kieron Ivy,https://thedashcharity.org.uk/,Desktop,Somewhat agree,Strongly agree,Thin but stands out against background content,,,,,,,,
2022-07-18 16:35:38,2022-07-18 16:36:17,IP Address,100,39,True,2022-07-18 16:36:18,R_31hhtTxeuWaH6nq,anonymous,EN,Kieron Ivy,https://www.thehavens.org.uk/,Desktop,Somewhat agree,Strongly disagree,Blends with background colour scheme,,,,,,,,
2022-07-18 16:36:31,2022-07-18 16:37:01,IP Address,100,29,True,2022-07-18 16:37:01,R_3EYgaqIRUSXC2Aa,anonymous,EN,Kieron Ivy,https://www.rapecrisisscotland.org.uk/,Desktop,Strongly agree,Strongly agree,Distinct part of sticky banner.,Strongly agree,Strongly agree,Simple and easy to spot alongside exit button.,,,,,
2022-07-18 16:37:19,2022-07-18 16:37:40,IP Address,100,20,True,2022-07-18 16:37:40,R_1OqqQgzwaXizRqJ,anonymous,EN,Kieron Ivy,https://www.meiccymru.org/,Desktop,Strongly disagree,Somewhat disagree,Small and blends with background colours.,,,,,,,,
2022-07-18 16:37:54,2022-07-18 16:38:47,IP Address,100,53,True,2022-07-18 16:38:47,R_ZabmN7kExnggduF,anonymous,EN,Kieron Ivy,https://www.unitysexualhealth.co.uk/,Desktop,Somewhat agree,Somewhat agree,hard to tell which is safety page and which is exit button. I got lucky that I tried the top first.,,,,,,,Somewhat agree,hard to tell which is safety page and which is exit button. I got lucky that I already checked the exit button
2022-07-18 16:39:03,2022-07-18 16:39:18,IP Address,100,14,True,2022-07-18 16:39:18,R_1N8rDTL5OMQGTyr,anonymous,EN,Kieron Ivy,https://www.bright-sky.org.uk/,Desktop,Strongly agree,Strongly agree,distinct colour at top of page.,,,,,,,,
2022-07-18 16:39:30,2022-07-18 16:44:21,IP Address,100,290,True,2022-07-18 16:44:21,R_2Sv2odYWGGLCyHg,anonymous,EN,Kieron Ivy,https://www.droghedarefuge.org/,Desktop,Somewhat agree,Somewhat disagree,Unremarkable colour scheme,,,,,,,Somewhat agree,
2022-07-18 16:44:40,2022-07-18 16:45:40,IP Address,100,60,True,2022-07-18 16:45:40,R_25GbXuXK1t5KMtL,anonymous,EN,Kieron Ivy,https://sosviolenceconjugale.ca/en,Desktop,Neither agree nor disagree,Somewhat disagree,"Needed to click twice to make it work; once to make footer pop up, again to actually leave.",,,,Somewhat disagree,Strongly agree,,,
2022-07-18 16:45:56,2022-07-18 16:50:24,IP Address,100,268,True,2022-07-18 16:50:25,R_3R3oHCQZdlUn8Ax,anonymous,EN,Kieron Ivy,https://yourbestfriend.org.uk/,Desktop,Strongly agree,Somewhat agree,Similar to page colour scheme but still immediately noticeable,,,,,,,,
2022-07-18 16:55:24,2022-07-18 16:55:31,IP Address,100,6,True,2022-07-18 16:55:31,R_xuBffmlISRPWyIh,anonymous,EN,Kieron Ivy,http://www.berkshirewomensaid.org.uk/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-07-18 16:55:45,2022-07-18 16:56:11,IP Address,100,26,True,2022-07-18 16:56:12,R_1OjC2dyJbIkClBp,anonymous,EN,Kieron Ivy,https://aa.org.nz/,Desktop,Neither agree nor disagree,Somewhat disagree,Easy position to locate but hard to notice because of colours,,,,,,,,
2022-07-18 16:56:23,2022-07-18 16:59:27,IP Address,100,183,True,2022-07-18 16:59:28,R_AaO4Ypa2BXiT4Sl,anonymous,EN,Kieron Ivy,https://www.drcc.ie/,Desktop,Somewhat disagree,Neither agree nor disagree,Small but unique so relatively easy to spot,,,,,,,,
2022-07-23 12:13:45,2022-07-23 12:14:37,IP Address,100,51,True,2022-07-23 12:14:37,R_1nMGU7KFywoDzmA,anonymous,EN,Kieron Ivy,https://www.contraceptionchoices.org/,Desktop,Somewhat disagree,Somewhat agree,"Only shows up on full screen, stands out after that. clicking doesn't change page so had to google something afterwards to get off of page",,,,,,,,
2022-07-23 12:14:57,2022-07-23 12:15:12,IP Address,100,14,True,2022-07-23 12:15:12,R_1YRmvNtZ2ZP397P,anonymous,EN,Kieron Ivy,https://nationalgenderserviceireland.com/,Desktop,Strongly disagree,Strongly disagree,Grey and hidden in corner of page,,,,,,,,
2022-07-23 12:15:35,2022-07-23 12:16:45,IP Address,100,70,True,2022-07-23 12:16:46,R_40GbxlUA7FjxYEp,anonymous,EN,Kieron Ivy,https://www.victimsupportni.com/,Desktop,Strongly disagree,Strongly disagree,"grey text at top of page, doesn't come with when scrolling.",,,,,,,,
2022-07-23 12:17:03,2022-07-23 12:17:22,IP Address,100,18,True,2022-07-23 12:17:22,R_2CTFglp6g4DcnY1,anonymous,EN,Kieron Ivy,https://abusedmeninscotland.org/,Desktop,Somewhat agree,Somewhat agree,stands out but harder to notice at bottom of page,,,,,,,,
2022-07-23 12:17:34,2022-07-23 12:18:06,IP Address,100,31,True,2022-07-23 12:18:06,R_3Oe4S3oCytxqLCa,anonymous,EN,Kieron Ivy,https://cambridgerapecrisis.org.uk/,Desktop,Strongly agree,Somewhat agree,"different colour to rest of page, stays in consistent location over white background",,,,,,,,
2022-07-23 12:18:19,2022-07-23 12:18:40,IP Address,100,21,True,2022-07-23 12:18:41,R_5mU1qgDjYP8Xnup,anonymous,EN,Kieron Ivy,https://www.hestia.org/,Desktop,Somewhat agree,Somewhat agree,"Blends initially with image, stands out when scrolling",,,,,,,,
2022-07-23 12:18:56,2022-07-23 12:19:41,IP Address,100,45,True,2022-07-23 12:19:42,R_1mVPqNTzf9X2o0b,anonymous,EN,Kieron Ivy,https://tearmann.net/,Desktop,Strongly disagree,Strongly disagree,"power button icon in corner, not noticed as exit button and disappears when scrolling.
Needed to close previous tab after clicking.",,,,,,,,
2022-07-23 12:20:01,2022-07-23 12:20:32,IP Address,100,31,True,2022-07-23 12:20:32,R_25Mdf7HkSuNqUEn,anonymous,EN,Kieron Ivy,https://www.rasamerseyside.org/,Desktop,Somewhat agree,Somewhat agree,"Easier to spot when scrolling; initially in group of buttons, although it does stand out from the others.",,,,,,,,
2022-07-23 12:20:47,2022-07-23 12:21:32,IP Address,100,45,True,2022-07-23 12:21:33,R_3OqVmNgxzmLQS3b,anonymous,EN,Kieron Ivy,https://genderedintelligence.co.uk/,Desktop,Neither agree nor disagree,Somewhat agree,"small button in corner of page where there is no content. immediately assumed no content there and didn't check it, but stands out against pillarboxing on sides of page.",,,,,,,,
2022-07-23 12:22:03,2022-07-23 12:22:19,IP Address,100,15,True,2022-07-23 12:22:19,R_1inbbmzbQut5WkZ,anonymous,EN,Kieron Ivy,https://www.tuuohomai.org.nz/,Desktop,Somewhat disagree,Somewhat agree,very small button but stands out against background,,,,,,,,
2022-07-23 12:22:44,2022-07-23 12:23:21,IP Address,100,37,True,2022-07-23 12:23:21,R_2qgz42uzN8LyMjo,anonymous,EN,Kieron Ivy,https://nnfvs.org.nz/,Desktop,Strongly agree,Strongly agree,very clear at top of page. Only concern is there are two buttons next to each other which function identically; could get confused about which one to press.,,,,,,,,
2022-07-23 12:23:35,2022-07-23 12:24:04,IP Address,100,29,True,2022-07-23 12:24:04,R_3O3mYLxMdgl2s0q,anonymous,EN,Kieron Ivy,https://www.nationaldahelpline.org.uk/,Desktop,Somewhat agree,Somewhat agree,same colour as page but large and easy to spot,,,,,,,,
2022-07-23 12:27:32,2022-07-23 12:27:47,IP Address,100,15,True,2022-07-23 12:27:47,R_21zFVpZJvUQrHhb,anonymous,EN,Kieron Ivy,https://blueskycentre.org.uk/,Desktop,Strongly agree,Strongly agree,clearly stands out in banner,,,,,,,Strongly agree,
2022-07-23 12:28:06,2022-07-23 12:28:27,IP Address,100,20,True,2022-07-23 12:28:27,R_2OQ1KsOLC28Ldsk,anonymous,EN,Kieron Ivy,https://stonewallhousing.org/,Desktop,Somewhat agree,Somewhat agree,"initially blends in with image, easier to see when scrolling",,,,,,,,
2022-07-23 12:28:39,2022-07-23 12:29:08,IP Address,100,28,True,2022-07-23 12:29:08,R_OeDSc3b9ruBqYHD,anonymous,EN,Kieron Ivy,https://www.sdafmh.org.uk/en/,Desktop,Strongly agree,Strongly agree,stands out in banner then becomes clearer when scrolling with extra button. Both easy to locate.,,,,,,,,
2022-07-23 12:29:22,2022-07-23 12:29:46,IP Address,100,24,True,2022-07-23 12:29:47,R_3J278AvHViCHF8U,anonymous,EN,Kieron Ivy,https://roscommonsafelink.ie/,Desktop,Somewhat agree,Strongly agree,bottom of page is harder to notice quickly,,,,,,,,
2022-07-23 12:30:26,2022-07-23 12:30:58,IP Address,100,32,True,2022-07-23 12:30:59,R_33Csz4tdFfySXTx,anonymous,EN,Kieron Ivy,https://fifewomensaid.org.uk/,Desktop,Neither agree nor disagree,Neither agree nor disagree,"hidden by cookie banner if scrolling. Seems to be part of hotline info in page, doesn't stand out too well",,,,,,,,
2022-07-23 12:31:47,2022-07-23 12:34:17,IP Address,100,150,True,2022-07-23 12:34:18,R_12gRuzoXIwRHgXN,anonymous,EN,Kieron Ivy,https://www.sexualviolence.ie/,Desktop,Somewhat agree,Somewhat disagree,"just text, no means to stand out. not sticky.",,,,,,,Somewhat disagree,"doesn't stand out and ""safety message"" could refer to covid or something other than safe browsing"
2022-07-23 12:34:47,2022-07-23 12:35:16,IP Address,100,29,True,2022-07-23 12:35:16,R_Umf18BnnAHU6QtX,anonymous,EN,Kieron Ivy,https://pflag.org/,Desktop,Somewhat agree,Somewhat agree,had to close popup first. Basic colour but relatively easy to locate.,,,,,,,,
2022-07-23 12:35:33,2022-07-23 12:37:24,IP Address,100,111,True,2022-07-23 12:37:24,R_1n9sh5GsRNmRMVn,anonymous,EN,Kieron Ivy,https://www.krsac.com/,Desktop,Strongly agree,Neither agree nor disagree,"site has invalid https cert, had to go to site before starting (~3 seconds). clear banner at top of page that stands out v well. not sticky.",,,,,,,,
2022-07-23 12:37:50,2022-07-23 12:41:51,IP Address,100,241,True,2022-07-23 12:41:51,R_1Fn9VjJYjskqT42,anonymous,EN,Kieron Ivy,https://www.2shine.org.nz/,Desktop,Strongly agree,Strongly agree,stands out in page banner,,,,,,,Somewhat disagree,need to open side menu to locate.
2022-07-23 12:42:17,2022-07-23 12:42:38,IP Address,100,20,True,2022-07-23 12:42:38,R_2xz1PMR1s6lbkai,anonymous,EN,Kieron Ivy,https://www.rasasc.org/,Desktop,Somewhat agree,Somewhat agree,"page footer, but stands out well",,,,,,,,
2022-07-23 12:43:31,2022-07-23 12:43:47,IP Address,100,15,True,2022-07-23 12:43:47,R_1kHr0PFQVnq2sik,anonymous,EN,Kieron Ivy,https://www.firstlight.org.uk/,Desktop,Somewhat agree,Strongly agree,hidden by cookie banner.,,,,,,,,
2022-07-23 12:44:03,2022-07-23 12:44:26,IP Address,100,23,True,2022-07-23 12:44:26,R_1QnKMk95RK6Ht0q,anonymous,EN,Kieron Ivy,https://www.protectionagainststalking.org/,Desktop,Strongly agree,Strongly agree,,,,,,,,,
2022-07-23 12:44:39,2022-07-23 12:44:59,IP Address,100,19,True,2022-07-23 12:44:59,R_3KCa7cbJiRmAWgK,anonymous,EN,Kieron Ivy,https://www.lwl.ie/,Desktop,Strongly agree,Somewhat disagree,immediately spotted at top of page. not sticky.,,,,,,,,
2022-07-23 14:47:49,2022-07-23 14:48:12,IP Address,100,22,True,2022-07-23 14:48:12,R_1ihAK18BAxi6mIt,anonymous,EN,Kieron Ivy,https://www.sailderbyshire.org.uk/,Desktop,Neither agree nor disagree,Somewhat agree,blends with top banner but becomes clear when scrolling,,,,,,,,
2022-07-23 14:48:20,2022-07-23 14:48:32,IP Address,100,11,True,2022-07-23 14:48:32,R_3COgXD5QJj3CZTC,anonymous,EN,Kieron Ivy,https://www.magdalenegroup.org/,Desktop,Strongly agree,Strongly agree,clearly stands out over page,,,,,,,,
2022-07-23 14:48:44,2022-07-23 14:49:49,IP Address,100,65,True,2022-07-23 14:49:50,R_1SOVlYuPff7d30d,anonymous,EN,Kieron Ivy,https://www.rcne.com/,Desktop,Strongly agree,Strongly agree,immediately apparent when loading page,Strongly agree,Strongly agree,simple and clearly indicated by escape button which is the first thing I saw,,,,,
2022-07-23 14:50:02,2022-07-23 14:50:35,IP Address,100,32,True,2022-07-23 14:50:35,R_1LhROVx71ZTSbsS,anonymous,EN,Kieron Ivy,https://www.spaceyouthproject.co.uk/,Desktop,Somewhat agree,Strongly agree,somewhat blends with noise at top of page but still clear,,,,,,,,
2022-07-23 14:53:07,2022-07-23 14:53:59,IP Address,100,51,True,2022-07-23 14:53:59,R_3iF6Ugricm62MsQ,anonymous,EN,Kieron Ivy,https://esperanzaunited.org/en/,Desktop,Strongly agree,Somewhat agree,"obvious box on page load explaining button. becomes significantly less obvious after closing, but user's attention drawn to it's spot and stays relatively clear",,,,Strongly agree,Strongly agree,,,
2022-07-23 14:54:12,2022-07-23 14:55:17,IP Address,100,65,True,2022-07-23 14:55:18,R_2ciI3Z1RQgWOkOL,anonymous,EN,Kieron Ivy,https://www.safetynetuk.org/,Desktop,Somewhat agree,Somewhat agree,small but distinct part of banner,,,,,,,,
2022-07-23 14:55:28,2022-07-23 14:55:37,IP Address,100,8,True,2022-07-23 14:55:37,R_1Opf8NETqK2h4pk,anonymous,EN,Kieron Ivy,https://coramvoice.org.uk/,Desktop,Somewhat agree,Strongly agree,,,,,,,,,
2022-07-23 14:57:38,2022-07-23 14:58:44,IP Address,100,65,True,2022-07-23 14:58:44,R_2ZUZWZ3AjxDnJph,anonymous,EN,Kieron Ivy,https://www.hertsdomesticabusehelpline.org/,Desktop,Somewhat agree,Somewhat agree,same as site colour scheme but still stands out at top of page,,,,,,,,
2022-07-23 14:59:07,2022-07-23 14:59:52,IP Address,100,44,True,2022-07-23 14:59:52,R_1ILdXCIFMX2jD5J,anonymous,EN,Kieron Ivy,https://www.helpauckland.org.nz/,Desktop,Strongly disagree,Strongly disagree,"hidden on top of image at top of page. Have to scroll back to button, assuming you remember where it was.",,,,,,,,
2022-07-23 15:01:09,2022-07-23 15:01:30,IP Address,100,21,True,2022-07-23 15:01:31,R_1Ka9Emma0zxKoGc,anonymous,EN,Kieron Ivy,https://www.glasgowclyderapecrisis.org.uk/,Desktop,Strongly agree,Strongly agree,Clearly visible at top of page,Strongly agree,Strongly agree,Clearly described by exit button,,,,,
2022-07-23 15:01:46,2022-07-23 15:01:55,IP Address,100,8,True,2022-07-23 15:01:55,R_2wFDt2x0g1ax6MA,anonymous,EN,Kieron Ivy,https://sdvs.ie/,Desktop,Somewhat agree,Strongly agree,,,,,,,,,
2022-07-23 15:02:16,2022-07-23 15:02:36,IP Address,100,19,True,2022-07-23 15:02:36,R_2agj5o7WTr8MLDO,anonymous,EN,Kieron Ivy,https://www.lbwp.co.uk/,Desktop,Strongly disagree,Strongly disagree,Blends in with row of buttons at top of page. not sticky,,,,,,,,
2022-07-23 15:02:47,2022-07-23 15:03:04,IP Address,100,17,True,2022-07-23 15:03:05,R_2BzCW8lpXnJWjBl,anonymous,EN,Kieron Ivy,https://www.breakthesilence.org.uk/,Desktop,Somewhat disagree,Somewhat disagree,text hyperlink in header,,,,,,,,
2022-07-23 15:03:17,2022-07-23 15:03:47,IP Address,100,30,True,2022-07-23 15:03:47,R_1H7vuHz8Eo0Ysbq,anonymous,EN,Kieron Ivy,https://rsvporg.co.uk/,Desktop,Somewhat agree,Somewhat agree,isolated box in top corner of page. can be closed which leaves no quick escape mechanism,,,,,,,,
2022-07-23 15:04:01,2022-07-23 15:04:29,IP Address,100,28,True,2022-07-23 15:04:29,R_32XhgeS7wZYPtht,anonymous,EN,Kieron Ivy,https://www.safesexberkshire.nhs.uk/,Desktop,Neither agree nor disagree,Somewhat disagree,"central and near top of page, but doesn't stay when scrolling",,,,,,,,
2022-07-23 15:04:48,2022-07-23 15:05:15,IP Address,100,26,True,2022-07-23 15:05:15,R_phGcTBsXj1y1PqN,anonymous,EN,Kieron Ivy,https://www.lincolnshirerapecrisis.org.uk/,Desktop,Somewhat disagree,Strongly disagree,blends in with contact us and privacy policy links at top of page,,,,,,,,
2022-07-23 15:05:28,2022-07-23 15:06:56,IP Address,100,88,True,2022-07-23 15:06:56,R_1MRLUjHnu3uYGdj,anonymous,EN,Kieron Ivy,https://survivorsgateway.london/,Desktop,Somewhat agree,Somewhat disagree,same colours as other buttons on site,,,,,,,,
2022-07-23 15:07:11,2022-07-23 15:07:56,IP Address,100,44,True,2022-07-23 15:07:56,R_ptsYYSy1eDwhLOh,anonymous,EN,Kieron Ivy,https://www.survivorsuk.org/,Desktop,Strongly disagree,Somewhat disagree,"designed to look cool rather than practical (spinning wheel on side of page). easier to notice when scrolling due to animation, but not quickly clear what it is",,,,,,,,
2022-07-23 15:10:46,2022-07-23 15:11:04,IP Address,100,18,True,2022-07-23 15:11:04,R_5pgPzpDy7Lj8JVL,anonymous,EN,Kieron Ivy,https://dvrcv.org.au/,Desktop,Somewhat agree,Somewhat agree,small but clear,,,,,,,,
2022-07-23 15:11:34,2022-07-23 15:13:12,IP Address,100,97,True,2022-07-23 15:13:12,R_1FJHLo9i9j7ZQYg,anonymous,EN,Kieron Ivy,https://www.areyouok.org.nz/,Desktop,Somewhat agree,Somewhat agree,banner at bottom of page for safe browsing info and button,,,,Strongly agree,Strongly agree,,Strongly agree,locatable by 2 links - 1 in header and 1 in footer.
2022-07-23 15:14:28,2022-07-23 15:14:45,IP Address,100,16,True,2022-07-23 15:14:45,R_1jYQcfWJlrlYnH8,anonymous,EN,Kieron Ivy,https://thekitetrust.org.uk/,Desktop,Somewhat agree,Somewhat agree,small in bottom corner but stands out,,,,,,,,
2022-07-23 15:14:56,2022-07-23 15:15:06,IP Address,100,9,True,2022-07-23 15:15:06,R_21nBNmwwh1qDm3S,anonymous,EN,Kieron Ivy,http://www.newpathways.org.uk/,Desktop,Somewhat agree,Somewhat agree,,,,,,,,,
2022-07-23 15:15:30,2022-07-23 15:16:28,IP Address,100,58,True,2022-07-23 15:16:29,R_2tEbL0BfyS6Qzuh,anonymous,EN,Kieron Ivy,https://trcc.ie/,Desktop,Somewhat agree,Strongly agree,,,,,,,,Somewhat agree,
2022-07-23 15:17:36,2022-07-23 15:17:56,IP Address,100,20,True,2022-07-23 15:17:56,R_1IbXetedALpakZc,anonymous,EN,Kieron Ivy,https://man2man.ie/,Desktop,Somewhat agree,Somewhat agree,small but relatively easy to identify,,,,,,,,
2022-07-23 15:22:46,2022-07-23 15:25:22,IP Address,100,155,True,2022-07-23 15:25:22,R_3y0zuD2pVsoVvgJ,anonymous,EN,Kieron Ivy,https://www.childline.org.uk/,Desktop,Strongly agree,Somewhat agree,somewhat blends with slideshow but in clear location on page,,,,,,,Neither agree nor disagree,small icon attached to exit button
2022-07-23 15:25:43,2022-07-23 15:26:30,IP Address,100,47,True,2022-07-23 15:26:31,R_2aeFq2banvCUVAU,anonymous,EN,Kieron Ivy,https://www.westcorkwomensproject.ie/,Desktop,Strongly agree,Somewhat agree,unique part of banner which sticks to top of page after scroll,,,,,,,Strongly disagree,buried in menus
2022-07-23 15:26:57,2022-07-23 15:27:24,IP Address,100,27,True,2022-07-23 15:27:24,R_1HcLfpmJczjsgH9,anonymous,EN,Kieron Ivy,https://kerryrefuge.com/,Desktop,Strongly agree,Somewhat disagree,very clear at top of page. doesn't stay when scrolling although donation banner does.,,,,,,,Strongly agree,
2022-07-23 15:28:00,2022-07-23 15:28:36,IP Address,100,36,True,2022-07-23 15:28:36,R_2wQQTuDVUcEBT5Q,anonymous,EN,Kieron Ivy,http://www.carlowwomensaid.ie/,Desktop,Strongly agree,Strongly agree,,,,,,,,Somewhat disagree,blends with background. found different staying safe link first and got confused
2022-07-23 15:28:52,2022-07-23 15:29:30,IP Address,100,38,True,2022-07-23 15:29:30,R_24zNXjbJSsK9zdn,anonymous,EN,Kieron Ivy,https://www.techsafety.org/,Desktop,Strongly agree,Somewhat disagree,not sticky. similar colours to site but still clear,,,,Somewhat agree,Somewhat agree,,Neither agree nor disagree,
2022-07-23 15:29:50,2022-07-23 15:30:01,IP Address,100,10,True,2022-07-23 15:30:02,R_R2K1LGCAe1zF9NT,anonymous,EN,Kieron Ivy,https://www.mwnhelpline.co.uk/,Desktop,Strongly agree,Strongly agree,,,,,,,,Strongly agree,
